,VI (V),II (A),VO (V),IO (A),P (W),DUTY (%),CI (F),CO (F),L (H),VIm (V),VIpp (V),VOm (V),VOpp (V),IIm (A),IIpp (A),PSW_COND (W),PSW_SW (W),PSW_TOT (W),T_DEAD (ns),PI_RIPPLE (W),PI_LEAK (W),PI_TOT (W),PO_RIPPLE (W),PO_LEAK (W),PO_TOT (W),PL_COND (W),PL_CORE (W),PL_TOT (W),P_LOSS (W),EFF (%)
0,20.42964406779661,6.146000000000387,80.0,1.5695074055085734,125.56059244068587,0.7446294491525424,8.193410277725812e-06,2.33740286960937e-05,0.00012804667445682547,20.498370441110428,0.13745274662763424,80.32463928744575,0.6492785748914917,6.55835823988329,0.8247164797658053,0.7297304617483495,0.47200000000000003,1.2017304617483495,16.089348811087696,0.004421022267982462,0.004612133349249846,0.009033155617232308,0.01530353861993929,0.06940048834435313,0.08470402696429241,1.0844110722091707,0.0010476264157615405,1.0854586986249322,3.582656804703156,97.14667099361164
1,20.42964406779661,6.146000000000387,80.92203389830509,1.5516242782340117,125.56059244068587,0.7475391672252011,8.193410277725812e-06,2.3197998415949137e-05,0.0001285470303361624,20.498638996659402,0.13798985772558262,81.24422832074883,0.6443888448874759,6.559969573177135,0.8279391463534955,0.732996430055534,0.4829426983050848,1.215939128360619,16.27478537365616,0.004455640995419607,0.004612193774248366,0.009067834769667972,0.015423372676452485,0.07019501326912699,0.08561838594557947,1.084943998973838,0.0010577593389284776,1.0860017583127666,3.6125662357492523,97.12285027847746
2,20.42964406779661,6.146000000000387,81.84406779661018,1.5341440842446292,125.56059244068587,0.7503833250497018,8.193410277725812e-06,2.3023922780816297e-05,0.00012903611245811198,20.498901501254984,0.1385148669167515,82.16384450189929,0.6395534105782305,6.561544600750642,0.8310892015005088,0.7362467971886043,0.49401079322033914,1.2302575904089434,16.460221936224634,0.004489610195529897,0.004612252837782371,0.009101863033312268,0.015540958369141947,0.07098956164964099,0.08653052001878293,1.0854650446389822,0.0010677155041657759,1.086532760143148,3.64268032401313,97.0988665685582
3,20.42964406779661,6.146000000000387,82.76610169491525,1.5170533572248661,125.56059244068587,0.753164113695937,8.193410277725812e-06,2.285180294447424e-05,0.00012951429759962494,20.499158157124324,0.13902817865543035,83.08348784692184,0.6347723040131733,6.563084535966678,0.8341690719325819,0.7394820845498407,0.5052042847457626,1.2446863692956032,16.645658498793097,0.004522947263697622,0.004612310585352972,0.009135257849050595,0.015656355912799458,0.07178413349974047,0.08744048941253993,1.0859746020978085,0.0010774991250289236,1.0870521012228374,3.6730005870756344,97.07471865520965
4,20.42964406779661,6.146000000000387,83.68813559322034,1.5003392243196019,125.56059244068587,0.7558836276733636,8.193410277725812e-06,2.2681637112386823e-05,0.00012998194593309418,20.499409157582413,0.1395301795716108,84.00315833089238,0.6300454753440784,6.564590538715219,0.8371810774296646,0.742702790563328,0.516523172881356,1.2592259634446838,16.831095061361566,0.00455566901664091,0.004612367060456043,0.009168036077096953,0.01576962351914161,0.07257872879789101,0.08834835231703263,1.0864730471109734,0.0010871143022819305,1.0875601614132553,3.7035284766967527,97.05040538220916
5,20.42964406779661,6.146000000000387,84.61016949152543,1.4839893737981702,125.56059244068587,0.7585438701923077,8.193410277725812e-06,2.2513420858502466e-05,0.0001304394019310904,20.4996546875177,0.14002123944218217,84.92285589233796,0.6253728016250685,6.566063718326934,0.8401274366530929,0.7459093919269741,0.5279674576271187,1.2738768495540929,17.016531623930035,0.0045877917138124275,0.004612422304691483,0.00920021401850391,0.01588081747088917,0.07337334749098,0.08925416496186916,1.086960739230264,0.0010965650261929609,1.088057304256457,3.734265382345016,97.02592564294481
6,20.42964406779661,6.146000000000387,85.53220338983051,1.4679920248098577,125.56059244068587,0.7611467580849715,8.193410277725812e-06,2.2347147411572323e-05,0.0001308869952125794,20.499894923846263,0.14050171209931067,85.84258043721346,0.6207540947658978,6.567505136298319,0.8430102725958639,0.7491023447835444,0.5395371389830509,1.2886394837665953,17.201968186498505,0.004619331078063993,0.004612476357865409,0.009231807435929402,0.015989992193298434,0.07416798949775243,0.09015798169105085,1.0874380226631668,0.0011058551789207742,1.0885438778420875,3.7652126345022583,97.00127837778328
7,20.42964406779661,6.146000000000387,86.4542372881356,1.4523358990747461,125.56059244068587,0.7636941264115433,8.193410277725812e-06,2.2182807914000232e-05,0.0001313250413349902,20.500130035936955,0.14097193628069113,86.76233184249672,0.6161891087222287,6.56891580884246,0.8458316176841466,0.7522820858167665,0.5512322169491527,1.3035143027659193,17.387404749066974,0.004650302315582172,0.004612529258085815,0.009262831573667987,0.016097200323169053,0.07496265471191717,0.09105985503508622,1.0879052270826852,0.0011149885369681827,1.0890202156196533,3.796371507760246,96.97646257160372
8,20.42964406779661,6.146000000000387,87.37627118644068,1.4370101943669433,125.56059244068587,0.7661877327746741,8.193410277725812e-06,2.2020391655922042e-05,0.0001317538425361335,20.50036018600959,0.14143223642596547,87.68210995943959,0.6116775459978344,6.570296709278283,0.8485934185557927,0.7554490332780307,0.5630526915254238,1.3185017248034545,17.57284131163544,0.004680720135105344,0.004612581041852158,0.009293301176957501,0.01620249277536465,0.0757573430049558,0.09195983578032045,1.0883626683864136,0.0011239687736821508,1.0894866371600957,3.827743223724283,96.95147725148519
9,20.42964406779661,6.146000000000387,88.29830508474576,1.4220045596591804,125.56059244068587,0.7686292613636364,8.193410277725812e-06,2.1859886286931176e-05,0.00013217368842963624,20.500585529508232,0.1418829234232427,88.6019146165087,0.607219063525866,6.571648770270115,0.8512975405394562,0.7586035879487685,0.5749985627118644,1.3336021506606328,17.758277874203905,0.004710598766435426,0.004612631744139352,0.009323230510574779,0.016305918806891858,0.07655205422866351,0.09285797303555537,1.0888106494085341,0.0011327994617829993,1.089943448870317,3.8593289537377125,96.92632148453677
